Column1,name,serving_size,calories,calcium,protein,carbohydrate,fiber,sugars,fat
7642,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, tenderloin steak, loin",100 g,139,13.00 mg,21.94 g,0.00 g,0.0 g,0.00 g,5.74 g
7643,"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean only, flat half, brisket",100 g,196,16.00 mg,33.15 g,0.00 g,0.0 g,0.00 g,6.00 g
7644,"Potatoes, whole milk and margarine added, prepared from flakes without milk, dehydrated, mashed",100 g,113,49.00 mg,1.90 g,15.02 g,2.3 g,0,5.60 g
7645,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, shoulder steak",100 g,169,12.00 mg,28.71 g,0.00 g,0.0 g,0.00 g,5.17 g
7646,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder steak",100 g,178,12.00 mg,28.54 g,0.00 g,0.0 g,0.00 g,6.25 g
7647,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, mock tender steak, chuck",100 g,161,8.00 mg,25.74 g,0.00 g,0.0 g,0.00 g,5.69 g
7648,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, mock tender steak, chuck",100 g,157,7.00 mg,26.13 g,0.00 g,0.0 g,0.00 g,5.02 g
7649,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, t-bone steak, short loin",100 g,177,4.00 mg,26.00 g,0.00 g,0.0 g,0.00 g,7.36 g
7650,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, t-bone steak, short loin",100 g,198,4.00 mg,25.98 g,0.00 g,0.0 g,0.00 g,9.61 g
7651,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, top loin, short loin",100 g,228,24.00 mg,20.61 g,0.00 g,0.0 g,0.00 g,15.49 g
7652,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, boneless, top round steak, round",100 g,121,13.00 mg,23.59 g,0.00 g,0.0 g,0.00 g,2.94 g
7653,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye  petite roast/filet",100 g,138,5.00 mg,22.52 g,0.18 g,0.0 g,0.00 g,5.29 g
7654,"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",100 g,318,13.00 mg,27.33 g,0.00 g,0.0 g,0.00 g,22.35 g
7655,"Beef, braised, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, whole, brisket",100 g,331,7.00 mg,25.85 g,0.00 g,0.0 g,0.00 g,24.50 g
7656,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,128,13.00 mg,23.46 g,0.00 g,0.0 g,0.00 g,3.81 g
7657,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, top round roast, round",100 g,121,13.00 mg,23.44 g,0.00 g,0.0 g,0.00 g,3.04 g
7658,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100 g,127,13.00 mg,23.49 g,0.00 g,0.0 g,0.00 g,3.66 g
7659,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, top round steak, round",100 g,120,13.00 mg,23.49 g,0.00 g,0.0 g,0.00 g,2.85 g
7660,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean and fat, top blade, chuck",100 g,216,7.00 mg,25.73 g,0.00 g,0.0 g,0.00 g,11.73 g
7661,"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",100 g,298,16.00 mg,28.66 g,0.00 g,0.0 g,0.00 g,19.47 g
7662,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,124,13.00 mg,23.35 g,0.00 g,0.0 g,0.00 g,3.38 g
7663,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, eye of round steak, round",100 g,116,13.00 mg,23.41 g,0.00 g,0.0 g,0.00 g,2.52 g
7664,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,124,13.00 mg,23.35 g,0.00 g,0.0 g,0.00 g,3.38 g
7665,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, eye of round roast, round",100 g,116,13.00 mg,23.41 g,0.00 g,0.0 g,0.00 g,2.52 g
7666,"Milk, with added vitamin A and vitamin D (fat free and skim), protein fortified, fluid, nonfat",100 g,41,143.00 mg,3.96 g,5.56 g,0.0 g,0,0.25 g
7667,"Milk, vitamin A and vitamin D (fat free or skim), with added nonfat milk solids, fluid, nonfat",100 g,37,129.00 mg,3.57 g,5.02 g,0.0 g,5.02 g,0.25 g
7668,"Potatoes, as purchased, frozen, salt added in processing, crinkle or regular cut, french fried",100 g,150,13.00 mg,2.34 g,23.96 g,2.0 g,0.21 g,4.99 g
7669,"Beef, broiled, cooked, all grades, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",100 g,200,19.00 mg,29.04 g,0.00 g,0.0 g,0.00 g,8.39 g
7670,"Beef, cooked, all grades, trimmed to 1/8"" fat, separable lean only, roast, bottom round, round",100 g,163,6.00 mg,28.00 g,0.00 g,0.0 g,0.00 g,5.72 g
7671,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, point half, brisket",100 g,244,6.00 mg,28.05 g,0.00 g,0.0 g,0.00 g,13.80 g
7672,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, arm pot roast, chuck",100 g,283,17.00 mg,29.23 g,0.00 g,0.0 g,0.00 g,17.56 g
7673,"Lamb, slow roasted, cooked, separable lean and fat, square-cut shoulder, imported, New Zealand",100 g,294,12.00 mg,20.88 g,0.03 g,0.0 g,0.00 g,23.39 g
7674,"Pork, pan-broil, heated, separable lean and fat, boneless, slice, ham and water product, cured",100 g,124,8.00 mg,15.08 g,4.69 g,0.0 g,4.69 g,5.13 g
7675,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, top loin, loin",100 g,264,19.00 mg,26.44 g,0.00 g,0.0 g,0.00 g,16.78 g
7676,"Infant formula, with ARA and DHA, ready-to-feed, ADVANCE, ALIMENTUM, SIMILAC, ABBOTT NUTRITION",100 g,67,69.00 mg,1.80 g,6.77 g,0.0 g,4.40 g,3.63 g
7677,"Pork, unheated, separable lean and fat, boneless, spiral slice, ham with natural juices, cured",100 g,129,4.00 mg,18.66 g,1.18 g,0.0 g,1.18 g,5.75 g
7678,"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100 g,257,18.00 mg,26.80 g,0.00 g,0.0 g,0.00 g,15.75 g
7679,"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",100 g,230,22.00 mg,27.12 g,0.00 g,0.0 g,0.00 g,12.71 g
7680,"Beverages, prepared with whole milk, powder, with added nutrients, chocolate, Malted drink mix",100 g,87,139.00 mg,3.29 g,11.19 g,0.4 g,10.49 g,3.26 g
7681,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",100 g,208,7.00 mg,20.12 g,0.00 g,0.0 g,0.00 g,14.14 g
7682,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, lip off, boneless, rib eye steak",100 g,241,8.00 mg,18.69 g,0.20 g,0.0 g,0.00 g,18.43 g
7683,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, roast, eye of round, round",100 g,166,20.00 mg,21.49 g,0.00 g,0.0 g,0.00 g,8.24 g
7684,"Orange juice, with added calcium, diluted with 3 volume water, unsweetened, frozen concentrate",100 g,37,147.00 mg,0.60 g,8.47 g,0.2 g,7.42 g,0.06 g
7685,"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",100 g,359,13.00 mg,26.37 g,0.00 g,0.0 g,0.00 g,27.26 g
7686,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,144,14.00 mg,21.91 g,0.00 g,0.0 g,0.00 g,6.21 g
7687,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin roast, loin",100 g,153,14.00 mg,21.50 g,0.00 g,0.0 g,0.00 g,7.40 g
7688,"Beef, raw, select, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,153,6.00 mg,21.61 g,0.00 g,0.0 g,0.00 g,7.41 g
7689,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, inside skirt, boneless, plate steak",100 g,171,6.00 mg,20.89 g,0.00 g,0.0 g,0.00 g,9.76 g
7690,"Formulated bar, Caramel Nut Rush, SNICKERS MARATHON Protein Performance Bar, MARS SNACKFOOD US",100 g,415,625.00 mg,25.00 g,50.50 g,12.5 g,28.75 g,12.50 g
7691,"Oil, principal uses popcorn and flavoring vegetables, soy (partially hydrogenated), industrial",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
7692,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean only, roast, tip round, round",100 g,176,6.00 mg,27.68 g,0.00 g,0.0 g,0.00 g,6.42 g
7693,"Beef, roasted, cooked, select, trimmed to 0"" fat, separable lean only, roast, tip round, round",100 g,149,6.00 mg,27.37 g,0.00 g,0.0 g,0.00 g,4.38 g
7694,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean and fat, top round, round",100 g,209,4.00 mg,35.62 g,0.00 g,0.0 g,0.00 g,6.31 g
7695,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,160,21.00 mg,22.10 g,0.00 g,0.0 g,0.00 g,7.27 g
7696,"Beef, pan-fried, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, top round, round",100 g,266,6.00 mg,32.99 g,0.00 g,0.0 g,0.00 g,13.83 g
7697,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",100 g,155,18.00 mg,22.32 g,0.00 g,0.0 g,0.00 g,6.60 g
7698,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,157,13.00 mg,21.20 g,0.04 g,0.0 g,0.00 g,8.00 g
7699,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, composite of trimmed retail cuts",100 g,176,13.00 mg,21.34 g,0.06 g,0.0 g,0.00 g,10.08 g
7700,"Lamb, raw, trimmed to 1/8"" fat, separable lean and fat, foreshank, fresh, imported, Australian",100 g,195,12.00 mg,18.85 g,0.00 g,0,0,12.68 g
7701,"Potatoes, whole milk and butter added, prepared from granules without milk, dehydrated, mashed",100 g,108,35.00 mg,2.05 g,14.36 g,2.2 g,0,4.96 g
7702,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",100 g,287,22.00 mg,29.28 g,0.00 g,0.0 g,0.00 g,18.84 g
7703,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",100 g,306,22.00 mg,27.75 g,0.00 g,0.0 g,0.00 g,21.72 g
7704,"Beef, cooked, select, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",100 g,188,14.00 mg,29.88 g,0.00 g,0.0 g,0.00 g,7.12 g
7705,"Beef, cooked, choice, trimmed to 0"" fat, separable lean only, composite of trimmed retail cuts",100 g,206,14.00 mg,29.51 g,0.00 g,0.0 g,0.00 g,8.87 g
7706,"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, bone-in, t-bone steak, short loin",100 g,144,23.00 mg,22.41 g,0.00 g,0.0 g,0.00 g,5.34 g
7707,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, flat half, brisket",100 g,165,13.00 mg,20.32 g,0.00 g,0.0 g,0.00 g,9.29 g
7708,"Beef, braised, cooked, all grades, trimmed to 1/4"" fat, separable lean only, clod steak, chuck",100 g,189,8.00 mg,29.34 g,0.00 g,0.0 g,0.00 g,7.04 g
7709,"Beef, roasted, cooked, all grades, trimmed to 1/4"" fat, separable lean only, clod roast, chuck",100 g,173,7.00 mg,26.36 g,0.00 g,0.0 g,0.00 g,6.75 g
7710,"Infant formula, with ARA and DHA, powder, (LACTOSE FREE), SENSITIVE, SIMILAC, ABBOTT NUTRITION",100 g,520,436.00 mg,11.13 g,55.67 g,0.0 g,55.67 g,28.14 g
7711,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat , steak, tip side, knuckle, round",100 g,124,5.00 mg,21.96 g,0.00 g,0.0 g,0.00 g,3.24 g
7712,"Pork, roasted, heated, separable lean and fat, boneless, whole, ham with natural juices, cured",100 g,114,6.00 mg,20.54 g,0.84 g,0.0 g,0.81 g,3.13 g
7713,"Lamb, fast roasted, cooked, separable lean only, rack - partly frenched, imported, New Zealand",100 g,193,22.00 mg,24.43 g,0.00 g,0.0 g,0.00 g,10.63 g
7714,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,150,14.00 mg,21.57 g,0.00 g,0.0 g,0.00 g,7.10 g
7715,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, small end (ribs 10-12), eye, rib",100 g,274,10.00 mg,17.51 g,0.00 g,0.0 g,0,22.07 g
7716,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",100 g,192,20.00 mg,20.70 g,0.00 g,0.0 g,0.00 g,11.54 g
7717,"Beef, raw, select, trimmed to 0"" fat, separable lean and fat, boneless, tenderloin steak, loin",100 g,142,14.00 mg,21.95 g,0.00 g,0.0 g,0.00 g,6.02 g
7718,"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",100 g,280,17.00 mg,28.97 g,0.00 g,0.0 g,0.00 g,17.37 g
7719,"Lamb, fast roasted, cooked, separable lean only, rack - fully frenched, imported, New Zealand",100 g,173,11.00 mg,24.39 g,0.00 g,0.0 g,0.00 g,8.38 g
7720,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, blade roast, chuck",100 g,253,13.00 mg,31.06 g,0.00 g,0.0 g,0.00 g,13.30 g
7721,"Beverages,,Gerolsteiner naturally sparkling mineral water, GEROLSTEINER BRUNNEN GmbH & Co. KG",100 g,0,33.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,0.00 g
7722,"Infant formula, with ARA and DHA, liquid concentrate, with iron, LIPIL, ENFAMIL, MEAD JOHNSON",100 g,131,102.00 mg,2.76 g,14.34 g,0.0 g,14.00 g,6.96 g
7723,"Beverages, assorted fruit flavors, sweetened, bottles, Water with added vitamins and minerals",100 g,22,17.00 mg,0.00 g,5.49 g,0.0 g,5.49 g,0.00 g
7724,"Infant Formula, not reconstituted, Liquid concentrate, Infant, Premium, ENFAMIL, MEAD JOHNSON",100 g,129,101.00 mg,2.72 g,14.34 g,0.0 g,14.34 g,7.10 g
7725,"Beef, broiled, cooked, all grades, trimmed to 0"" fat, separable lean only, steak, top sirloin",100 g,183,20.00 mg,30.55 g,0.00 g,0.0 g,0.00 g,5.79 g
7726,"Chicken, original seasoning, rotisserie, cooked, meat and skin, drumstick, broilers or fryers",100 g,215,21.00 mg,26.86 g,0.02 g,0.0 g,0.02 g,11.98 g
7727,"Beef, braised, cooked, all grades, trimmed to 0"" fat, separable lean only, flat half, brisket",100 g,205,16.00 mg,33.26 g,0.00 g,0.0 g,0.00 g,6.99 g
7728,"Pork, roasted, heated, separable lean and fat, bone-in, shank, ham with natural juices, cured",100 g,191,7.00 mg,22.88 g,0.33 g,0.0 g,0.33 g,10.93 g
7729,"Pork, pan-broil, heated, separable lean and fat, bone-in, slice, ham and water product, cured",100 g,155,11.00 mg,19.85 g,1.41 g,0.0 g,1.03 g,7.78 g
7730,"Cereals, dry, quick (1-3 minutes), assorted brands including CREAM OF WHEAT, enriched, farina",100 g,360,711.00 mg,11.60 g,73.19 g,4.2 g,0.56 g,1.41 g
7731,"Lamb, fast fried, cooked, separable lean only, bone-in, leg chop/steak, imported, New Zealand",100 g,162,10.00 mg,26.31 g,0.00 g,0.0 g,0.00 g,6.35 g
7732,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,143,12.00 mg,20.35 g,0.00 g,0.0 g,0.00 g,6.88 g
7733,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, shoulder top blade steak",100 g,133,12.00 mg,20.39 g,0.00 g,0.0 g,0.00 g,5.73 g
7734,"Lamb, raw, separable lean only, shank off, chump off, tunnel-boned leg, imported, New Zealand",100 g,121,4.00 mg,20.93 g,0.00 g,0.0 g,0.00 g,4.09 g
7735,"Beef, grilled, cooked, select, trimmed to 0"" fat, separable lean only, boneless, ribeye filet",100 g,186,6.00 mg,29.39 g,0.00 g,0.0 g,0.00 g,7.61 g
7736,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",100 g,316,8.00 mg,16.26 g,0.00 g,0.0 g,0,27.29 g
7737,"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,127,11.00 mg,21.36 g,0.00 g,0.0 g,0.00 g,4.60 g
7738,"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, mock tender steak, chuck",100 g,117,11.00 mg,21.22 g,0.00 g,0.0 g,0.00 g,3.53 g
7739,"Pork, raw, separable lean only, composite of trimmed retail cuts (leg, loin, shoulder), fresh",100 g,134,13.00 mg,21.20 g,0.00 g,0.0 g,0.00 g,4.86 g
7740,"USDA Commodity, solids and liquids, light syrup, canned, mixed fruit (peaches, pears, grapes)",100 g,55,5.00 mg,0.41 g,14.30 g,1.2 g,11.46 g,0.08 g
7741,"Duck, roasted, cooked, bone in, meat and skin, leg, White Pekin, domesticated, young duckling",100 g,217,10.00 mg,26.75 g,0.00 g,0,0,11.40 g
7742,"Chickpeas (garbanzo beans, bengal gram), low sodium, solids and liquids, canned, mature seeds",100 g,88,35.00 mg,4.92 g,13.49 g,4.4 g,2.59 g,1.95 g
7743,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100 g,147,18.00 mg,22.01 g,0.00 g,0.0 g,0.00 g,6.05 g
7744,"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, composite of trimmed retail cuts",100 g,130,17.00 mg,22.37 g,0.00 g,0.0 g,0.00 g,4.55 g
7745,"Potatoes, oven-heated, frozen, salt added in processing, crinkle or regular cut, french fried",100 g,166,13.00 mg,2.51 g,27.50 g,2.3 g,0.29 g,5.13 g
7746,"Pork, braised, cooked, separable lean and fat, blade (steaks), (Boston butt), shoulder, fresh",100 g,267,26.00 mg,25.07 g,0.00 g,0.0 g,0.00 g,17.69 g
7747,"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100 g,224,15.00 mg,34.72 g,0.00 g,0.0 g,0.00 g,8.37 g
7748,"Beef, braised, cooked, select, trimmed to 1/8"" fat, separable lean only, arm pot roast, chuck",100 g,205,17.00 mg,34.60 g,0.00 g,0.0 g,0.00 g,6.35 g
7749,"Toddler formula, powder, PREMIUM (formerly ENFAMIL, LIPIL, NEXT STEP), ENFAGROW, MEAD JOHNSON",100 g,501,600.00 mg,13.00 g,56.00 g,0.0 g,53.00 g,26.90 g
7750,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, porterhouse steak, short loin",100 g,218,19.00 mg,20.36 g,0.00 g,0.0 g,0.00 g,14.58 g
7751,"Apple juice, and potassium, calcium, with added ascorbic acid, unsweetened, canned or bottled",100 g,48,70.00 mg,0.12 g,11.49 g,0.3 g,9.47 g,0.17 g
7752,"Beef, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100 g,273,17.00 mg,26.43 g,0.00 g,0.0 g,0.00 g,17.78 g
7753,"Beef, roasted, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, roast, tenderloin",100 g,331,9.00 mg,23.90 g,0.00 g,0.0 g,0.00 g,25.39 g
7754,"Beef, roasted, cooked, select, trimmed to 1/8"" fat, separable lean and fat, roast, tenderloin",100 g,316,9.00 mg,23.90 g,0.00 g,0.0 g,0.00 g,23.70 g
7755,"Beef, broiled, cooked, select, trimmed to 1/8"" fat, separable lean and fat, steak, tenderloin",100 g,262,22.00 mg,26.48 g,0.00 g,0.0 g,0.00 g,16.53 g
7756,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, steak, tip side, knuckle, round",100 g,133,5.00 mg,21.41 g,0.00 g,0.0 g,0.00 g,4.66 g
7757,"Beef, grilled, cooked, choice, trimmed to 0"" fat, separable lean only, boneless, ribeye filet",100 g,208,6.00 mg,28.35 g,0.51 g,0.0 g,0.00 g,10.26 g
7758,"Pork, pan-broiled, cooked, separable lean and fat, boneless, center loin (chops), loin, fresh",100 g,229,9.00 mg,26.68 g,0.00 g,0.0 g,0.00 g,13.60 g
7759,"Pork, pan-broil, heated, separable lean only, boneless, slice, ham with natural juices, cured",100 g,116,6.00 mg,20.95 g,1.05 g,0.0 g,1.05 g,3.16 g
7760,"Beef, raw, all grades, trimmed to 0"" fat, separable lean and fat, boneless, short ribs, chuck",100 g,235,12.00 mg,17.48 g,0.00 g,0.0 g,0.00 g,18.33 g
7761,"Lamb, cooked, separable fat, composite of trimmed retail cuts, frozen, imported, New Zealand",100 g,586,27.00 mg,9.72 g,0.00 g,0.0 g,0,60.39 g
7762,"Infant formula, with ARA and DHA, liquid concentrate, low iron, LIPIL, ENFAMIL, MEAD JOHNSON",100 g,131,102.00 mg,2.76 g,14.24 g,0.0 g,14.24 g,7.16 g
7763,"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",100 g,206,24.00 mg,29.65 g,0.00 g,0.0 g,0.00 g,8.80 g
7764,"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean and fat, steak, top sirloin",100 g,219,19.00 mg,29.02 g,0.00 g,0.0 g,0.00 g,10.54 g
7765,"Beverages, fortified with vitamin D2 and E, shelf-stable, unsweetened, chocolate almond milk",100 g,21,188.00 mg,0.83 g,1.25 g,0.4 g,0.00 g,1.46 g
7766,"Potatoes, whole milk and butter added, prepared from flakes without milk, dehydrated, mashed",100 g,97,32.00 mg,1.77 g,10.87 g,0.8 g,1.61 g,5.13 g
7767,"Beef, braised, cooked, select, trimmed to 0"" fat, separable lean and fat, flat half, brisket",100 g,205,20.00 mg,33.59 g,0.00 g,0.0 g,0.00 g,6.77 g
7768,"Pork, raw, with added solution, separable lean only, boneless, top loin (chops), loin, fresh",100 g,117,7.00 mg,21.09 g,0.22 g,0.0 g,0.00 g,3.48 g
7769,"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean and fat, flat half, brisket",100 g,221,17.00 mg,32.21 g,0.00 g,0.0 g,0.00 g,9.24 g
7770,"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, t-bone steak, short loin",100 g,223,21.00 mg,20.11 g,0.00 g,0.0 g,0.00 g,15.18 g
7771,"Beef, raw, all grades, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin",100 g,142,23.00 mg,21.26 g,0.00 g,0.0 g,0.00 g,5.63 g
7772,"Lamb, braised, cooked, separable lean only, square-cut shoulder chops, imported, New Zealand",100 g,255,40.00 mg,31.06 g,0.00 g,0.0 g,0.00 g,14.56 g
7773,"Lamb, braised, cooked, choice, trimmed to 1/4"" fat, separable lean only, foreshank, domestic",100 g,187,20.00 mg,31.01 g,0.00 g,0.0 g,0,6.02 g
7774,"Oil, woks and light frying, principal uses salads, canola with antifoaming agent, industrial",100 g,884,0.00 mg,0.00 g,0.00 g,0.0 g,0.00 g,100.00 g
7775,"Pork, pan-broil, heated, separable lean only, bone-in, slice, ham with natural juices, cured",100 g,150,12.00 mg,27.75 g,0.00 g,0.0 g,0.00 g,4.38 g
